id,english,chinese
10687,"ethereal","缥缈的"
10688,"ethic","道德规范"
10689,"ethical","道德的"
10690,"ethiopian","埃塞俄比亚的"
10691,"ethnic","种族的"
10692,"ethnic cleansing","种族清洗"
10693,"ethnicity","种族特点"
10694,"ethnocentric","种族（或民族）中心主义的"
10695,"ethnographic","人种论的"
10696,"ethnography","人种论"
10697,"ethos","（某一团体或某类活动的）气质"
10698,"ethyl alcohol","同ethanol"
10699,"etiology","原因论"
10700,"etiquette","（尤指特定阶层的）礼仪"
10701,"etymological","词源学的"
10702,"etymology","词源学"
10703,"eu","欧盟"
10704,"eucalyptus","桉树（原产于加拿大）"
10705,"eucharist","圣餐仪式"
10706,"eugenics","优生学"
10707,"eulogize","称赞"
10708,"eulogy","颂文"
10709,"eunuch","太监"
10710,"euphemism","委婉语"
10711,"euphemistic","委婉的"
10712,"euphoria","狂喜"
10713,"euphoric","狂喜的"
10714,"eurasian","欧亚的"
10715,"eureka","（因突然找到某物或解决问题的方法而欢呼）我找到了"
10716,"euro-","（构词成分）表示“欧洲的”"
10717,"euro","欧元"
10718,"eurobond","（在不同货币国发行的）欧洲货币债券"
10719,"eurocentric","欧洲中心论的"
10720,"eurocrat","欧盟官员"
10721,"euroland","同eurozone"
10722,"european","欧洲的"
10723,"european union","欧洲联盟"
10724,"eurosceptic","欧洲统一怀疑论者"
10725,"euro-sceptic",""
10726,"eurozone","欧元区（视为一个整体的、实行欧洲单一货币的所有国家）"
10727,"euthanasia","安乐死"
10728,"evacuate","疏散"
10729,"evacuee","（尤指战争时期的）撤离者"
10730,"evade","规避"
10731,"evaluate","评估"
10732,"evaluative","评估的"
10733,"evanescent","逐渐消失的"
10734,"evangelical","基督教福音派的"
10735,"evangelism","（尤指向非基督教徒的）传布福音"
10736,"evangelist","福音传教士"
10737,"evangelize","使皈依"
10738,"evaporate","（使）蒸发"
10739,"evaporated milk","（甜的）炼乳"
10740,"evasion","逃避"
10741,"evasive","回避的"
10742,"eve","前夕"
10743,"even","甚至"
10744,"even-handed","公正的"
10745,"evening","傍晚"
10746,"evening class","（成年人的）夜校"
10747,"evening dress","晚礼服"
10748,"evening primrose","月见草"
10749,"even out","（使）均衡"
10750,"evens","（赛马、比赛等的）同额赌注"
10751,"evensong","（英国圣公会的）晚祷"
10752,"event","事件"
10753,"even-tempered","性情平和的"
10754,"eventful","经历丰富的"
10755,"eventual","最后发生的"
10756,"eventuality","（尤指令人不快或惊讶的）可能发生的事情"
10757,"eventually","最终"
10758,"even up","使平衡"
10759,"ever-","（用以构成形容词"
10760,"ever","（用于否定句和疑问句）在任何时候"
10761,"evergreen","常青树"
10762,"everlasting","永久的"
10763,"evermore",""
10764,"ever more","永远"
10765,"every","每一"
10766,"everybody","同everyone"
10767,"everyday","每天（发生）的"
10768,"everyman","普通人"
10769,"everyone","（某个群体中的）每个人"
10770,"everything","所有事物"
10771,"everywhere","处处"
10772,"evict","（通常因为违法或毁约而）驱逐"
10773,"eviction","驱逐"
10774,"evidence","证据"
10775,"evident","明显的"
10776,"evidently","毫无疑问地"
10777,"evil","恶"
10778,"evildoer","作恶的人"
10779,"evil-doer","作恶的人"
10780,"evil eye","(目视他人使其遭殃的)恶毒目光"
10781,"evince","（经常间接地）表明"
10782,"eviscerate","除去…的内脏"
10783,"evocation","唤起"
10784,"evocative","唤起回忆的"
10785,"evoke","唤起"
10786,"evolution","进化"
10787,"evolutionary","进化的"
10788,"evolutionist","进化论者"
10789,"evolve","进化"
10790,"ewe","母羊"
10791,"ewer","大口罐"
10792,"ex-","（加在名词前）表示“以前的”"
10793,"ex","前夫"
10794,"exacerbate","使恶化"
10795,"exact","精确的"
10796,"exacting","费劲的"
10797,"exactitude","精确"
10798,"exactly","精确地"
10799,"exactness","精确"
10800,"exact science","精确科学"
10801,"exaggerate","夸大"
10802,"exaggerated","夸大的"
10803,"exalt","颂扬"
10804,"exaltation","兴高采烈"
10805,"exalted","（尤指地位）高的"
10806,"exam","考试"
10807,"examination","考试"
10808,"examine","仔细检查"
10809,"examinee","参加考试者"
10810,"examiner","考试官"
10811,"example","例子"
10812,"exasperate","激怒"
10813,"exasperated","恼怒的"
10814,"exasperating","让人恼火的"
10815,"excavate","发掘"
10816,"excavator","挖掘机"
10817,"exceed","超过"
10818,"exceedingly","非常"
10819,"excel","突出"
10820,"excellence","优秀"
10821,"excellency","（对高级官员的尊称）阁下"
10822,"excellent","极好的"
10823,"except","除了…之外"
10824,"excepted","除…外"
10825,"excepting","除…之外"
10826,"exception","例外"
10827,"exceptional","优异的"
10828,"excerpt","摘录"
10829,"excess","过多"
10830,"excess baggage","（需另收运费的）超重行李"
10831,"excessive","过分的"
10832,"excess luggage",""
10833,"exchange","交换"
10834,"exchange rate","（外汇）汇率"
10835,"exchequer","（英国的）财政部"
10836,"excise","国内货物税"
10837,"excitable","易激动的"
10838,"excite","使激动"
10839,"excited","兴奋的"
10840,"excitement","兴奋"
10841,"exciting","令人兴奋的"
10842,"exclaim","（由于激动、震惊、愤怒等）突然呼喊"
10843,"exclamation","惊叫"
10844,"exclamation mark","感叹号（！）"
10845,"exclude","将…排除在外"
10846,"excluding","除…之外"
10847,"exclusion","排除"
10848,"exclusionary","排他性的"
10849,"exclusion zone","禁区"
10850,"exclusive","高档的"
10851,"exclusively","排他地"
10852,"excommunicate","（天主教或东正教）将…逐出教会"
10853,"excoriate","批判"
10854,"excrement","粪便"
10855,"excrescence","多余物"
10856,"excreta","排泄物"
10857,"excrete","排泄"
10858,"excruciating","极痛苦的"
10859,"excursion","短途旅行"
10860,"excusable","可原谅的"
10861,"excuse","借口"
10862,"ex-directory","（电话号码）未列入电话号码簿的"
10863,"exec",""
10864,"execrable","令人讨厌的"
10865,"execute","将…处死"
10866,"executioner","死刑执行人"
10867,"executive","主管"
10868,"executor","遗嘱执行人"
10869,"exegesis","（尤指对宗教著作的）注释"
10870,"exemplar","典范"
10871,"exemplary","典范的"
10872,"exemplify","作为…的例证"
10873,"exempt","被免除的"
10874,"exercise","运用"
10875,"exercise bike","健身脚踏车"
10876,"exercise book","练习簿"
10877,"exert","施加（影响、压力等）"
10878,"exfoliate","使鳞片样脱皮"
10879,"ex gratia","（付款）作为恩惠的"
10880,"exhale","呼气"
10881,"exhaust","使精疲力竭"
10882,"exhaustion","精疲力竭"
10883,"exhaustive","详尽无遗的"
10884,"exhibit","表现"
10885,"exhibition","展览会"
10886,"exhibitionism","（尤指令人觉得愚蠢的）喜出风头癖"
10887,"exhibitionist","好表现者"
10888,"exhibitor","参展者"
10889,"exhilarated","非常高兴的"
10890,"exhilarating","令人兴奋的"
10891,"exhilaration","兴高采烈"
10892,"exhort","规劝"
10893,"exhume","（尤指为查明死因而）挖出"
10894,"exigency","紧急情况"
10895,"exile","流放"
10896,"exist","存在"
10897,"existence","存在"
10898,"existent","存在的"
10899,"existential","关于人类存在的"
10900,"existentialism","存在主义"
10901,"existentialist","存在主义者"
10902,"existing","（尤指与未来相对的）现存的"
10903,"exit","出口"
10904,"exit strategy","（政治和商业中的）撤离策略"
10905,"exit visa","出境签证"
10906,"exodus","大批离去"
10907,"ex officio","依据职权的"
10908,"exonerate","使免于罪责"
10909,"exorbitant","过度的"
10910,"exorcism","驱邪"
10911,"exorcist","驱邪师"
10912,"exorcize","消除"
10913,"exotic","具有异国情调的"
10914,"exotica","（尤指来自外国的）新奇事物"
10915,"exoticism","异国情调"
10916,"expand","扩充"
10917,"expand on","更充分地阐述"
10918,"expand upon",""
10919,"expanse","广袤"
10920,"expansion","扩张"
10921,"expansionary","扩张性的"
10922,"expansionism","扩张主义"
10923,"expansionist","扩张主义的"
10924,"expansive","广袤的"
10925,"expat","同 expatriate"
10926,"expatriate","移居国外者"
10927,"expect","预期"
10928,"expectancy","期待"
10929,"expectant","期待的"
10930,"expectation","期待"
10931,"expectorant","祛痰剂"
10932,"expediency","不得已而做的事"
10933,"expedient","权宜之计"
10934,"expedite","使加速完成"
10935,"expedition","远征"
10936,"expeditionary force","（派往国外参战的）远征军"
10937,"expeditious","快速有效的"
10938,"expel","开除"
10939,"expend","花费"
10940,"expendable","可牺牲的"
10941,"expenditure","花费"
10942,"expense","花费"
10943,"expense account","报销账目"
10944,"expensive","昂贵的"
10945,"experience","经验"
10946,"experienced","有经验的"
10947,"experiential","与经验有关的"
10948,"experiment","实验"
10949,"experimental","试验性的"
10950,"expert","行家"
10951,"expertise","专门技术"
10952,"expiate","赎（罪)"
10953,"expiration","告终"
10954,"expire","到期"
10955,"expiry","（合同、最终期限、签证等的）期满"
10956,"explain","解释"
10957,"explain away","为…辩解"
10958,"explanation","解释"
10959,"explanatory","解释性的"
10960,"expletive","脏字"
10961,"explicable","可解释的"
10962,"explicate","解释"
10963,"explicit","明确的"
10964,"explode","（使）爆炸"
10965,"exploit","压榨"
10966,"exploitable","可利用的"
10967,"exploitative","剥削的"
10968,"exploiter","剥削者"
10969,"exploratory","（行动）探究的"
10970,"explore","在…探险"
10971,"explorer","探险家"
10972,"explosion","爆炸"
10973,"explosive","炸药"
10974,"expo","展览会"
10975,"exponent","阐述者"
10976,"exponential","迅速增长的"
10977,"export","出口"
10978,"exportable","可输出的"
10979,"exporter","出口国"
10980,"expose","使暴露"
10981,"exposed","暴露于风雨的"
10982,"exposition","阐述"
10983,"expostulate","争论"
10984,"exposure","暴露"
10985,"exposé",""
10986,"expound","详述"
10987,"express","表达"
10988,"expression","表达"
10989,"expressionism","（艺术、文学或音乐的）表现主义"
10990,"expressionist","表现主义者"
10991,"expressionless","毫无表情的"
10992,"expressive","富于表情的"
10993,"expressway","高速公路"
10994,"expropriate","征收"
10995,"expulsion","开除"
10996,"expunge","删除"
10997,"expurgate","删去"
10998,"exquisite","精美的"
10999,"ex-serviceman","退役军人"
11000,"ext.","电话分机"
11001,"extant","尚存的"
11002,"extemporize","即席演说"
11003,"extend","延伸"
11004,"extendable","可延伸的"
11005,"extended","（时间）长的"
11006,"extended family","大家庭"
11007,"extension","（房屋的）扩建部分"
11008,"extensive","广大的"
11009,"extent","程度"
11010,"extenuating","情有可原的"
11011,"exterior","外观"
11012,"exterminate","消灭"
11013,"exterminator","灭鼠人"
11014,"external","外部的"
11015,"externalize","表露"
11016,"externals","外表"
11017,"extinct","灭绝的"
11018,"extinction","（物种的）灭绝"
11019,"extinguish","熄灭"
11020,"extinguisher","同 fire extinguisher"
11021,"extol","颂扬"
11022,"extort","敲诈"
11023,"extortion","敲诈罪"
11024,"extortionate","（价格等）过高的"
11025,"extortionist","敲诈者"
11026,"extra-","（用于构成形容词）表示“在…之外”"
11027,"extra","额外的"
11028,"extract","提取"
11029,"extraction","血统"
11030,"extractor","排气扇"
11031,"extracurricular","课外的"
11032,"extradite","引渡"
11033,"extramarital","婚外的"
11034,"extra-marital","婚外的"
11035,"extramural","（课程）校外的"
11036,"extra-mural","（课程）校外的"
11037,"extraneous","无关的"
11038,"extraordinaire","非凡的"
11039,"extraordinary","非凡的"
11040,"extrapolate","推断"
11041,"extrasensory perception","超感知觉（缩略形式为 ESP）"
11042,"extra-sensory perception","超感知觉（缩略形式为 ESP）"
11043,"extra-terrestrial",""
11044,"extraterrestrial","地外的"
11045,"extra time","（足球、曲棍球或篮球的）加时赛"
11046,"extravagance","奢侈"
11047,"extravagant","奢侈的"
11048,"extravaganza","盛大演出"
11049,"extreme","极其的"
11050,"extremely","（用于形容词和副词前）非常"
11051,"extreme sport","极限运动"
11052,"extremis",""
11053,"extremism","极端主义"
11054,"extremist","极端分子"
11055,"extremity","尽头"
11056,"extricate","使摆脱"
11057,"extrinsic","外来的"
11058,"extrovert","外向的"
11059,"extroverted","外向的"
11060,"extrude","挤压出"
11061,"extrusion","挤压"
11062,"exuberance","热情洋溢"
11063,"exuberant","热情洋溢的"
11064,"exude","充分显露"
11065,"exult","欢欣鼓舞"
11066,"exultant","欢欣的"
11067,"eye","眼睛"
11068,"eyeball","眼球"
11069,"eyebrow","眉"
11070,"eye candy","虚有其表的人"
11071,"eye-candy",""
11072,"eye-catching","抢眼的"
11073,"-eyed","（与形容词连用）表示“长着…眼睛的”"
11074,"eye drops","眼药水"
11075,"eyeful","（尤指对不常见事物的）饱览"
11076,"eyeglasses","眼镜"
11077,"eyelash","睫毛"
11078,"eyelet","（穿绳线用的）孔眼"
11079,"eyelid","眼睑"
11080,"eyeliner","眼线笔"
11081,"eye-opener","令人大开眼界的事物"
11082,"eye patch","（眼睛受伤时戴的）眼罩"
